  424 1 1  24 2 -1 0-1.
  431 1 1  24 2 -1 0-1.
  434 1 1  24 2 -1 0-1.
  438 1 1  24 2 -1 0-1.
  439 1 1  24 2 -1 0-1.
  445 1 1  24 2 -1 0-1.
  457 1 1  24 1 20 0 0.
  457 2 1  24 2 -1 0-1.
  459 1 1  24 2 -1 0-1.
  459 2 1  24 2 -1 0-1.
  459 3 1  24 2 -1 0-1.
  463 1 1  24 2 -1 0-1.
  463 2 1  24 2 -1 0-1.
  464 1 1  24 2 -1 0-1.
  465 1 1  24 2 -1 0-1.
  466 1 1  24 1 20 0 0.
  469 1 1  24 2 -1 0-1.
  470 1 1  24 2 -1 0-1.
  470 2 1  24 2 -1 0-1.
  470 4 1  24 2 -1 0-1.
  471 1 1  24 2 -1 0-1.
  471 2 1  24 2 -1 0-1.
  474 1 1  24 2 -1 1-1.
  476 1 1  24 1  8 0 0.
  476 2 1  24 1  5 0 0.
  477 1 1  24 2 -1 0-1.
  478 1 1  24 2 -1 0-1.
  478 2 1  24 2 -1 0-1.
  479 1 1  24 2 -1 0-1.
  481 3 1  24 2 -1 0-1.
  482 2 1  24 2 -1 0-1.
  486 1 1  24 2 -1 0-1.
  495 1 1  24 2 -1 0-1.
  495 2 1  24 2 -1 0-1.
  495 3 1  24 2 -1 0-1.
  499 1 1  24 2 -1 0-1.
  501 1 1  24 1 40 0 0.
  502 1 1  24 1 40 0 0.
  503 1 1  24 1 40 0 0.
  504 1 1  24 2 -1 0-1.
  505 1 1  24 2 -1 0-1.
  506 1 1  24 2 -1 0-1.
  506 2 1  24 2 -1 0-1.
  507 1 1  24 1 40 0 0.
  507 2 1  24 2 -1 0-1.
  508 1 1  24 2 -1 0-1.
  509 1 1  24 2 -1 0-1.
  510 1 1  24 2 -1 0-1.
  513 1 1  24 2 -1 0-1.
  513 2 1  24 1  6 0 0.
  516 2 1  24 2 -1 0-1.
  517 2 1  24 2 -1 0-1.
  518 1 1  24 1 40 0 0.
  519 1 1  24 1 65 0 0.
  521 1 1  24 2 -1 0-1.
  521 2 1  24 1 40 0 0.
  521 3 1  24 2 -1 0-1.
  521 5 1  24 2 -1 0-1.
  522 1 1  24 2 -1 0-1.
  525 1 1  24 1  2 0 0.
  527 2 1  24 1 40 0 0.
  528 1 1  24 2 -1 0-1.
  528 2 1  24 2 -1 0-1.
  528 3 1  24 2 -1 0-1.
  530 2 1  24 2 -1 0-1.
  531 1 1  24 2 -1 0-1.
  532 1 1  24 2 -1 0-1.
  532 2 1  24 2 -1 0-1.
  532 3 1  24 2 -1 0-1.
  533 2 1  24 2 -1 0-1.
  533 3 1  24 2 -1 0-1.
  533 4 1  24 2 -1 0-1.
  534 3 1  24 2 -1 0-1.
  543 1 1  24 2 -1 0-1.
  548 1 1  24 2 -1 0-1.
  556 1 1  24 2 -1 1-1.
  557 1 1  24 1 36 0 0.
  558 1 1  24 2 -1 0-1.
  558 2 1  24 2 -1 0-1.
  559 1 1  24 2 -1 0-1.
  559 2 1  24 2 -1 0-1.
  560 1 1  24 1 40 0 0.
  563 1 1  24 2 -1 0-1.
  564 1 1  24 2 -1 0-1.
  568 1 1  24 1 20 0 0.
  570 3 1  24 2 -1 0-1.
  572 1 1  24 1  1 0 0.
  572 2 1  24 2 -1 0-1.
  574 1 1  24 2 -1 0-1.
  578 1 1  24 1 40 0 0.
  588 1 1  24 1  6 0 0.
  588 2 1  24 2 -1 0-1.
  589 1 1  24 2 -1 0-1.
  590 2 1  24 2 -1 0-1.
  591 1 1  24 2 -1 0-1.
  591 2 1  24 2 -1 0-1.
  593 1 1  24 2 -1 0-1.
  593 2 1  24 2 -1 0-1.
  593 3 1  24 2 -1 0-1.
  596 1 1  24 2 -1 0-1.
  596 2 1  24 2 -1 0-1.
  596 3 1  24 2 -1 0-1.
  596 4 1  24 2 -1 0-1.
  597 2 1  24 2 -1 0-1.
  598 1 1  24 2 -1 0-1.
  601 1 1  24 2 -1 0-1.
  601 2 1  24 2 -1 0-1.
  602 1 1  24 2 -1 0-1.
  606 1 1  24 2 -1 0-1.
  606 2 1  24 2 -1 0-1.
  607 1 1  24 2 -1 0-1.
  609 1 1  24 2 -1 0-1.
  612 1 1  24 2 -1 0-1.
  613 1 1  24 2 -1 0-1.
  621 1 1  24 2 -1 0-1.
  621 2 1  24 2 -1 0-1.
  623 2 1  24 2 -1 0-1.
  624 1 1  24 2 -1 0-1.
  626 1 1  24 2 -1 0-1.
  627 1 1  24 2 -1 0-1.
  627 7 1  24 2 -1 0-1.
  629 1 1  24 2 -1 0-1.
  630 2 1  24 2 -1 0-1.
  631 2 1  24 2 -1 0-1.
  637 1 1  24 2 -1 0-1.
  638 1 1  24 2 -1 0-1.
  638 3 1  24 2 -1 0-1.
  638 4 1  24 2 -1 0-1.
  640 1 1  24 2 -1 0-1.
  640 2 1  24 2 -1 0-1.
  641 1 1  24 2 -1 0-1.
  641 2 1  24 2 -1 0-1.
  643 1 1  24 2 -1 0-1.
  643 2 1  24 2 -1 0-1.
  643 3 1  24 2 -1 0-1.
  650 2 1  24 2 -1 0-1.
  652 1 1  24 2 -1 0-1.
  652 2 1  24 2 -1 0-1.
  663 1 1  24 2 -1 0-1.
  668 1 1  24 2 -1 0-1.
  672 1 1  24 2 -1 0-1.
  681 1 1  24 2 -1 0-1.
  692 2 1  24 2 -1 0-1.
  693 1 1  24 2 -1 0-1.
  694 1 1  24 1  2 0 1.
  694 2 1  24 1  7 0 0.
  695 1 1  24 2 -1 1-1.
  702 1 1  24 2 -1 0-1.
  702 2 1  24 2 -1 1-1.
  705 1 1  24 2 -1 0-1.
  710 1 1  24 1 40 0 0.
  711 1 1  24 1 40 1 1.
  711 2 1  24 2 -1 1-1.
  713 3 1  24 2 -1 1-1.
  713 4 1  24 2 -1 1-1.
  714 2 1  24 2 -1 0-1.
  715 1 1  24 2 -1 0-1.
  715 2 1  24 2 -1 0-1.
  718 1 1  24 2 -1 0-1.
  718 2 1  24 2 -1 0-1.
  722 1 1  24 2 -1 1-1.
  722 2 1  24 2 -1 1-1.
  723 1 1  24 2 -1 0-1.
  724 4 1  24 2 -1 0-1.
  725 2 1  24 2 -1 1-1.
  726 1 1  24 2 -1 0-1.
  727 2 1  24 1 40 0 0.
  729 1 1  24 2 -1 0-1.
  729 2 1  24 2 -1 0-1.
  731 1 1  24 2 -1 0-1.
  732 2 1  24 2 -1 0-1.
  734 1 1  24 2 -1 0-1.
  735 1 1  24 2 -1 0-1.
  735 2 1  24 2 -1 0-1.
  743 1 1  24 1 90 0 0.
  744 1 1  24 1 50 0 0.
  744 2 1  24 1 60 0 0.
  746 1 1  24 1 40 0 0.
  748 1 1  24 2 -1 0-1.
  752 1 1  24 2 -1 0-1.
  752 2 1  24 2 -1 0-1.
  752 3 1  24 1 40 0 0.
  753 4 1  24 2 -1 0-1.
  754 1 1  24 2 -1 0-1.
  757 1 1  24 2 -1 0-1.
  757 2 1  24 2 -1 0-1.
  758 2 1  24 1 50 0 0.
  759 1 1  24 2 -1 0-1.
  765 3 1  24 2 -1 0-1.
  766 2 1  24 2 -1 0-1.
  767 1 1  24 2 -1 0-1.
  773 1 1  24 1 20 0 1.
  776 1 1  24 2 -1 0-1.
  780 2 1  24 2 -1 0-1.
  782 1 1  24 2 -1 1-1.
  782 3 1  24 2 -1 1-1.
  784 1 1  24 2 -1 0-1.
  784 2 1  24 2 -1 0-1.
  784 3 1  24 2 -1 0-1.
  784 7 1  24 1 40 0 0.
  792 2 1  24 2 -1 0-1.
  793 2 1  24 1 30 1 1.
  793 3 1  24 2 -1 1-1.
  794 1 1  24 2 -1 0-1.
  801 1 1  24 2 -1 0-1.
  801 2 1  24 2 -1 0-1.
  802 1 1  24 2 -1 1-1.
  805 1 1  24 2 -1 0-1.
  805 2 1  24 2 -1 0-1.
  805 3 1  24 2 -1 0-1.
  806 1 1  24 2 -1 0-1.
  806 2 1  24 1 16 0 0.
  808 1 1  24 2 -1 0-1.
  808 2 1  24 2 -1 0-1.
  808 3 1  24 2 -1 0-1.
  809 1 1  24 2 -1 0-1.
  809 3 1  24 2 -1 0-1.
  813 1 1  24 2 -1 1-1.
  815 1 1  24 2 -1 0-1.
  815 2 1  24 2 -1 0-1.
  817 1 1  24 2 -1 0-1.
  817 2 1  24 2 -1 0-1.
  817 3 1  24 2 -1 0-1.
  819 2 1  24 2 -1 0-1.
  820 1 1  24 2 -1 0-1.
  820 2 1  24 2 -1 0-1.
  821 1 1  24 2 -1 0-1.
  822 1 1  24 2 -1 0-1.
  822 2 1  24 2 -1 0-1.
  824 1 1  24 2 -1 0-1.
  824 2 1  24 2 -1 0-1.
  825 1 1  24 2 -1 0-1.
  827 1 1  24 2 -1 0-1.
  827 2 1  24 1  8 0 0.
  828 1 1  24 2 -1 0-1.
  828 2 1  24 2 -1 0-1.
  832 1 1  24 2 -1 0-1.
  833 1 1  24 2 -1 0-1.
  843 1 1  24 2 -1 0-1.
  844 1 1  24 2 -1 0-1.
  845 1 1  24 1 40 0 0.
  853 2 1  24 2 -1 0-1.
  860 1 1  24 2 -1 0-1.
  861 1 1  24 1 40 0 0.
  862 1 1  24 2 -1 0-1.
  862 2 1  24 2 -1 0-1.
  863 1 1  24 2 -1 0-1.
  864 2 1  24 2 -1 0-1.
  867 1 1  24 1 40 1 1.
  868 1 1  24 2 -1 0-1.
  869 3 1  24 2 -1 0-1.
  870 1 1  24 2 -1 0-1.
  870 2 1  24 2 -1 0-1.
  871 2 1  24 2 -1 0-1.
  872 1 1  24 2 -1 0-1.
  873 1 1  24 1 25 0 0.
  873 2 1  24 2 -1 0-1.
  875 2 1  24 1 45 0 0.
  876 1 1  24 2 -1 0-1.
  877 1 1  24 1 25 0 0.
  879 1 1  24 1 24 0 0.
  879 2 1  24 2 -1 0-1.
  880 2 1  24 1 40 0 0.
  882 1 1  24 2 -1 0-1.
  882 2 1  24 2 -1 0-1.
  885 2 1  24 2 -1 0-1.
  887 2 1  24 2 -1 0-1.
  895 1 1  24 2 -1 0-1.
  895 2 1  24 2 -1 0-1.
  896 2 1  24 2 -1 0-1.
  896 3 1  24 2 -1 0-1.
  898 1 1  24 1 40 0 0.
  898 2 1  24 1 20 0 0.
  898 3 1  24 2 -1 0-1.
  900 1 1  24 2 -1 0-1.
  900 2 1  24 2 -1 0-1.
  902 1 1  24 1 16 0 0.
  902 2 1  24 2 -1 0-1.
  903 1 1  24 2 -1 0-1.
  903 2 1  24 2 -1 0-1.
  904 1 1  24 1 10 0 0.
  904 2 1  24 1 10 0 0.
  905 1 1  24 1  5 0 0.
  906 1 1  24 1  2 0 0.
  906 2 1  24 2 -1 0-1.
  909 1 1  24 1 14 0 0.
  909 2 1  24 1 48 0 0.
  911 1 1  24 2 -1 0-1.
  911 3 1  24 2 -1 0-1.
  913 1 1  24 2 -1 0-1.
  914 1 1  24 2 -1 0-1.
  915 1 1  24 2 -1 0-1.
  915 2 1  24 2 -1 0-1.
  915 3 1  24 2 -1 0-1.
  916 1 1  24 2 -1 0-1.
  916 2 1  24 2 -1 0-1.
  918 8 1  24 2 -1 0-1.
  923 1 1  24 1 60 0 0.
  924 1 1  24 2 -1 0-1.
  925 1 1  24 1 40 0 0.
  925 2 1  24 1 20 0 0.
  928 1 1  24 2 -1 1-1.
  928 2 1  24 2 -1 1-1.
  929 1 1  24 2 -1 0-1.
  930 1 1  24 2 -1 0-1.
  930 2 1  24 2 -1 0-1.
  932 1 1  24 2 -1 0-1.
  933 1 1  24 2 -1 0-1.
  933 2 1  24 2 -1 0-1.
  934 1 1  24 1 32 0 0.
  934 2 1  24 1 40 0 0.
  938 1 1  24 2 -1 0-1.
  943 1 1  24 2 -1 0-1.
  943 2 1  24 1 12 0 0.
  944 2 1  24 2 -1 0-1.
  945 1 1  24 1 20 0 0.
  950 1 1  24 2 -1 0-1.
  951 2 1  24 1 40 0 0.
  951 3 1  24 1 40 0 0.
  952 2 1  24 2 -1 0-1.
  954 2 1  24 2 -1 0-1.
  957 1 1  24 2 -1 0-1.
  959 2 1  24 2 -1 0-1.
  960 1 1  24 1 32 0 0.
  961 1 1  24 2 -1 0-1.
  961 2 1  24 2 -1 0-1.
  962 1 1  24 2 -1 0-1.
  962 2 1  24 2 -1 0-1.
  962 4 1  24 2 -1 0-1.
  964 2 1  24 2 -1 0-1.
  965 1 1  24 2 -1 0-1.
  965 2 1  24 2 -1 0-1.
  970 1 1  24 1 10 0 0.
  974 1 1  24 1 29 0 0.
  974 2 1  24 2 -1 0-1.
  980 1 1  24 2 -1 0-1.
  981 1 1  24 2 -1 0-1.
  981 2 1  24 2 -1 0-1.
  982 1 1  24 2 -1 0-1.
  984 1 1  24 2 -1 0-1.
  984 2 1  24 2 -1 0-1.
  987 1 1  24 2 -1 0-1.
  987 2 1  24 2 -1 0-1.
  988 1 1  24 1 24 0 0.
  988 2 1  24 2 -1 0-1.
  989 1 1  24 1  8 0 1.
  991 1 1  24 2 -1 0-1.
  991 3 1  24 2 -1 0-1.
  993 1 1  24 1 40 0 0.
  993 2 1  24 2 -1 0-1.
  995 1 1  24 1  9 0 0.
  995 2 1  24 2 -1 0-1.
  999 1 1  24 2 -1 0-1.
  999 2 1  24 2 -1 0-1.
 1001 1 1  24 2 -1 0-1.
 1003 1 1  24 2 -1 0-1.
 1005 2 1  24 2 -1 0-1.
 1006 1 1  24 2 -1 0-1.
 1008 1 1  24 2 -1 0-1.
 1008 2 1  24 2 -1 0-1.
 1012 1 1  24 2 -1 0-1.
 1012 2 1  24 2 -1 0-1.
 1013 1 1  24 2 -1 0-1.
 1013 2 1  24 2 -1 0-1.
 1017 1 1  24 2 -1 0-1.
 1017 2 1  24 2 -1 0-1.
 1019 2 1  24 2 -1 0-1.
 1026 1 1  24 2 -1 0-1.
 1032 1 1  24 2 -1 0-1.
 1039 1 1  24 1 15 0 0.
 1042 1 1  24 2 -1 0-1.
 1045 1 1  24 1  5 0 0.
 1045 2 1  24 2 -1 0-1.
 1048 1 1  24 1  8 0 0.
 1048 2 1  24 1 40 0 0.
 1049 1 1  24 2 -1 0-1.
 1049 2 1  24 2 -1 0-1.
 1050 1 1  24 1 40 0 0.
 1050 3 1  24 2 -1 0-1.
 1051 1 1  24 2 -1 0-1.
 1052 1 1  24 2 -1 0-1.
 1052 2 1  24 1 16 0 0.
 1061 1 1  24 2 -1 0-1.
 1061 2 1  24 2 -1 0-1.
 1061 3 1  24 2 -1 0-1.
 1064 1 1  24 2 -1 0-1.
 1065 1 1  24 2 -1 0-1.
 1065 2 1  24 1 16 0 0.
 1066 1 1  24 2 -1 0-1.
 1069 1 1  24 2 -1 0-1.
 1071 1 1  24 1 32 0 0.
 1074 1 1  24 2 -1 0-1.
 1081 1 1  24 1 40 0 0.
 1084 2 1  24 2 -1 0-1.
 1088 1 1  24 2 -1 0-1.
 1089 1 1  24 1 15 0 0.
 1089 2 1  24 2 -1 0-1.
 1090 2 1  24 2 -1 0-1.
 1093 1 1  24 2 -1 0-1.
 1094 1 1  24 2 -1 0-1.
 1095 1 1  24 2 -1 0-1.
 1095 2 1  24 2 -1 0-1.
 1095 3 1  24 2 -1 0-1.
 1097 1 1  24 2 -1 0-1.
 1097 2 1  24 1 32 0 0.
 1099 1 1  24 2 -1 0-1.
 1100 2 1  24 2 -1 1-1.
 1103 2 1  24 2 -1 0-1.
 1106 1 1  24 2 -1 0-1.
 1107 1 1  24 1 40 0 0.
 1107 2 1  24 1 36 0 0.
 1112 1 1  24 2 -1 0-1.
 1113 1 1  24 2 -1 0-1.
 1113 2 1  24 2 -1 0-1.
 1113 4 1  24 2 -1 0-1.
 1115 1 1  24 1 45 0 0.
 1115 2 1  24 1 75 0 1.
 1116 1 1  24 1  3 0 0.
 1116 2 1  24 2 -1 0-1.
 1126 1 1  24 2 -1 0-1.
 1126 2 1  24 2 -1 0-1.
 1135 1 1  24 2 -1 0-1.
 1135 2 1  24 2 -1 0-1.
 1136 1 1  24 1  2 0 0.
 1150 1 1  24 2 -1 0-1.
 1150 2 1  24 2 -1 0-1.
 1151 1 1  24 2 -1 0-1.
 1151 2 1  24 2 -1 0-1.
 1153 1 1  24 2 -1 0-1.
 1154 1 1  24 2 -1 0-1.
 1156 1 1  24 2 -1 0-1.
 1156 3 1  24 2 -1 0-1.
 1156 4 1  24 2 -1 0-1.
 1164 2 1  24 2 -1 1-1.
 1166 1 1  24 2 -1 0-1.
 1170 2 1  24 2 -1 0-1.
 1171 1 1  24 2 -1 0-1.
 1171 2 1  24 2 -1 0-1.
 1172 1 1  24 2 -1 0-1.
 1177 1 1  24 2 -1 0-1.
 1177 2 1  24 2 -1 0-1.
 1179 1 1  24 2 -1 0-1.
 1179 2 1  24 2 -1 0-1.
 1181 1 1  24 2 -1 0-1.
 1181 2 1  24 1 16 0 0.
 1186 1 1  24 2 -1 0-1.
 1186 2 1  24 2 -1 1-1.
 1190 1 1  24 2 -1 0-1.
 1190 2 1  24 2 -1 0-1.
 1202 1 1  24 2 -1 0-1.
 1202 2 1  24 2 -1 0-1.
 1209 1 1  24 2 -1 0-1.
 1218 1 1  24 2 -1 0-1.
 1218 2 1  24 2 -1 0-1.
 1218 3 1  24 2 -1 0-1.
 1218 4 1  24 2 -1 0-1.
 1223 1 1  24 2 -1 0-1.
 1228 2 1  24 1 16 0 0.
 1229 2 1  24 1 16 0 0.
 1234 1 1  24 1  8 0 0.
 1234 2 1  24 1 20 0 0.
 1235 1 1  24 1 40 0 0.
 1235 2 1  24 2 -1 0-1.
 1235 3 1  24 2 -1 0-1.
 1248 1 1  24 2 -1 0-1.
 1256 2 1  24 1 24 0 0.
 1256 3 1  24 2 -1 0-1.
 1267 1 1  24 2 -1 1-1.
 1267 2 1  24 2 -1 1-1.
 1267 3 1  24 2 -1 1-1.
 1267 4 1  24 2 -1 1-1.
 1294 2 1  24 2 -1 0-1.
 1297 1 1  24 2 -1 0-1.
 1297 2 1  24 2 -1 0-1.
 1299 1 1  24 2 -1 0-1.
 1299 2 1  24 2 -1 0-1.
 1301 1 1  24 2 -1 0-1.
 1301 2 1  24 2 -1 0-1.
 1302 1 1  24 2 -1 0-1.
 1302 5 1  24 2 -1 0-1.
 1303 1 1  24 2 -1 0-1.
 1303 2 1  24 2 -1 0-1.
 1307 1 1  24 2 -1 0-1.
 1307 2 1  24 2 -1 0-1.
 1308 2 1  24 2 -1 0-1.
 1309 1 1  24 2 -1 0-1.
 1310 1 1  24 1 45 0 0.
 1310 2 1  24 1  1 0 0.
 1311 1 1  24 1 24 0 0.
 1311 2 1  24 1  8 0 0.
 1313 1 1  24 2 -1 0-1.
 1314 1 1  24 2 -1 0-1.
 1314 2 1  24 2 -1 0-1.
 1314 3 1  24 2 -1 0-1.
 1315 1 1  24 2 -1 1-1.
 1315 2 1  24 1 20 1 1.
 1320 1 1  24 2 -1 0-1.
 1320 2 1  24 1 20 0 0.
 1321 1 1  24 2 -1 0-1.
 1322 1 1  24 2 -1 0-1.
 1322 2 1  24 2 -1 0-1.
 1323 1 1  24 1 48 0 0.
 1324 2 1  24 1 25 0 0.
 1325 1 1  24 1  8 0 0.
 1326 1 1  24 2 -1 0-1.
 1327 1 1  24 2 -1 0-1.
 1327 3 1  24 2 -1 0-1.
 1328 1 1  24 2 -1 0-1.
 1329 1 1  24 1 40 0 0.
 1333 1 1  24 1  8 0 0.
 1333 2 1  24 1 40 0 0.
 1335 1 1  24 1  8 0 0.
 1335 2 1  24 2 -1 0-1.
 1336 1 1  24 2 -1 0-1.
 1338 1 1  24 2 -1 0-1.
 1338 2 1  24 2 -1 0-1.
 1341 1 1  24 2 -1 0-1.
 1343 1 1  24 2 -1 0-1.
